word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
#6degrees	0.0	0.0	0.0	0.0	2.16828383214	0.0	0.0	0.0	0.0	0.0
#a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00294895831
#a&amp	0.0	0.0	0.0	1.33291439716	0.0	0.0	0.0	0.0	0.0	0.0
#aa	0.0	0.0	0.0	0.0	1.84286143171	0.0	0.0	0.0	0.0	0.0
#aaaah	0.0	0.0	0.0	1.54648849746	0.0	0.0	0.0	0.0	0.0	0.0
#abouttime	0.0	0.0	0.0	0.853341316896	0.0	0.0	0.0	0.0	0.0	0.0
#absolutely	0.0	0.0	1.58152250439	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#abundance	0.0	0.0	0.0	0.0	1.88060175969	0.0	0.0	0.0	0.0	0.0
#abusive	0.0	0.0	1.4172194531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#acceptance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68606624267
#accomplished	0.0	0.0	0.0	0.286945841975	1.2654161206	0.0	0.0	0.0	0.646923038487	0.0
#acoustic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33110154906	0.0
#act	0.0	0.0	0.0	0.971124352552	0.0	0.0	0.0	0.0	0.0	0.0
#acting	0.0	0.0	0.0	0.0	1.39509394391	0.0	0.0	0.0	0.0	0.0
#actuallygood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#add	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36314953209	0.0
#addict	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866213020486	0.0
#addicted	0.0	0.0149357103168	0.0	0.0	0.0	0.0	0.0	0.0	1.01524859965	0.0
#addicting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28458153343	0.0
#addiction	0.0	0.0	0.0	0.0	0.757296858435	0.0	0.0	0.298769503373	0.544268884427	0.0
#addictive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40520952122	0.0
#addprobs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#adhd	0.0	0.0	0.0	1.35117974514	0.0	0.0	0.0	0.0	0.616214381868	0.0
#admiration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68912746955
#admired	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68912746955
#admiring	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68912746955
#adorable	0.0	0.0	0.0	0.0	0.869000848015	0.0	0.0	0.0	0.933183646592	0.0
#adored	0.0	0.0	1.55335162743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#adrenaline	0.82377961138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#adventure	0.0	0.0	0.0	0.0	1.18745457913	0.0	0.0	0.0	0.0	0.0
#advice	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86244889637
#afc	0.00279905930997	0.0	0.30855682858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#affirmation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32140268943
#afghanistan	0.0	0.0	0.0	1.76963204877	0.0	0.0	0.0	0.0	0.0	0.0
#afraid	0.0	0.0	0.0	1.59527866163	0.0	0.0	0.0	0.0	0.0	0.0
#africa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866213020486	0.0
#again	0.137147111841	0.0	0.0	0.0	0.0282176686486	0.0	0.0	0.0	0.549158869722	0.0
#agg	0.82377961138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#aggravated	1.05835185852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#aggression	1.20677186364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#aggressive	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#aggy	1.27576473512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#agh	1.20677186364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#agile	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#agitated	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#agony	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81511699274	0.0	0.0
#agoraphobia	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#ah	0.0	0.816092414706	0.0	0.0	0.746898151214	0.0	0.0	0.0	0.0638665479607	0.0
#ahh	0.0	0.0	0.0	1.17328425157	0.359995060966	0.0	0.0	0.0	0.0	0.0
#ahhh	0.0	0.0542397602758	0.0	1.35283537465	0.10282853244	0.0	0.0	0.0	0.0	0.0
#ahhhh	0.0	0.315665498161	0.0	1.28290397658	0.0	0.0	0.0	0.0	0.0	0.0
#ahhhhh	0.00279905930997	0.0	0.0	1.29802713816	0.0	0.0	0.0	0.0	0.0	0.0
#ahhhhhh	0.0	0.0	0.0	1.17876371733	0.0	0.0	0.0	0.0	0.0	0.0
#ahlersdesigns	0.0	0.0	0.0	0.0	2.16828383214	0.0	0.0	0.0	0.0	0.0
#ahs	0.0	1.35017490064	0.0	0.0	0.0	0.0	0.0	0.0	0.443798354064	0.0
#aintnobodygottimeforthat	0.687978070221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#alcohol	0.73676823439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#algeria	0.0	0.0	0.0	1.6895893411	0.0	0.0	0.0	0.0	0.0	0.0
#alive	0.0	0.0	0.0	0.0	1.72645107987	0.0	0.0	0.0	0.0	0.0
#all	0.0	0.0	0.878222952369	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#allah	0.0	0.0	0.0	0.971124352552	0.0	0.0	0.0	0.0	0.0	0.0
#allnighter	0.0	0.0	0.0	0.853341316896	0.0	0.0	0.0	0.0	0.540790620051	0.0
#allsmiles	0.0	0.0	0.0	0.0	1.41451202977	0.0	0.0	0.0	0.0	0.0
#almostdone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99974441311	0.0
#alone	0.0	0.0	0.43639020009	0.0	0.0	0.0	0.0	1.47408893958	0.0	0.0
#always	0.266764605144	0.0	0.0	0.190965795003	0.206625326121	0.0	0.0	0.0	0.0	0.322003855421
#alwayshappens	0.890918914217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#am	0.0	1.03350529131	0.937165488003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#amas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946255728159	0.0
#amazed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48434684178	0.0
#amazement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#amazing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48083999356	0.0
#ambition	0.0	2.01433454432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#amen	0.0	0.0	0.0	0.0	1.33203580794	0.0	0.0	0.0	0.0299649962851	0.0
#america	0.0	0.0	0.613530398142	0.755702847332	0.0	0.0	0.0	0.0	0.0	0.0
#americanidol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24409017208	0.0
#amman	0.0	0.0	0.0	0.0	1.62928733141	0.0	0.0	0.0	0.0	0.0
#amused	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16679849777	0.0
#amusing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22288796442	0.0
#amwriting	0.0	0.0	0.0	0.0	0.964311027819	0.0	0.0	0.0	0.686744532674	0.0
#an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70829821654
#and	0.624290250963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.784890016897
#angel	0.0	0.0	0.0	0.0	2.0797304348	0.0	0.0	0.0	0.0	0.0
#anger	1.42281015414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#angermanagement	1.29638402233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#angry	1.4271245532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#angrytweet	1.36092254346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#angst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61444629728	0.0	0.0
#anguish	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61444629728	0.0	0.0
#animalcruelty	0.0	0.0	1.33020807611	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#animals	0.0	0.0	0.79121157538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#anime	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07978712078	0.0
#annoyance	1.42685262542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#annoyed	1.04572040546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#annoying	1.42794224935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#anticipated	0.0	2.22910984597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#anticipating	0.0	1.76747446639	0.0	0.971124352552	0.0	0.0	0.0	0.0	0.0	0.0
#anticipation	0.0	2.23719817961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#antsy	0.0	0.0	0.0	1.36416694066	0.0	0.0	0.0	0.0	0.0	0.0
#anxiety	0.0	0.0	0.0	1.94944545276	0.0	0.0	0.0	0.0	0.0	0.0
#anxietyattack	0.0	0.0	0.0	1.81842221294	0.0	0.0	0.0	0.0	0.0	0.0
#anxious	0.0	0.0	0.0	1.95141946507	0.0	0.0	0.0	0.0	0.0	0.0
#anyone	0.0	1.43897039942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#apathy	0.0	0.0	1.33020807611	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#apocalypse	0.0	0.0	0.0	1.05813572954	0.0	0.0	0.0	0.0	0.473651317213	0.0
#appalled	0.0	0.0	1.53500248876	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#apple	0.73676823439	0.0779938462839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#appreciated	0.0	0.0	0.0	0.0	1.91696940386	0.0	0.0	0.0	0.0	0.0
#appreciation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99598028899
#apprehension	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#apprehensive	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#arabs	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#are	0.117729025984	0.0	0.557018187879	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#areyoukidding	1.02445030684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#areyoukiddingme	1.06219063482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#argh	1.16522286072	0.0	0.0	0.27019503155	0.0	0.0	0.0	0.0	0.0	0.0
#arghh	1.17860098667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#arghhhh	1.1422333425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#arguments	1.07324047101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#aromatherapy	0.0	0.0	0.0	0.0	2.16828383214	0.0	0.0	0.0	0.0	0.0
#arrogant	0.603236841766	0.0	1.04252600366	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#arsehole	1.02445030684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#arseholes	1.29638402233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#arsenal	0.00852973401896	0.0	0.314287503289	0.0	0.592747471386	0.0	0.0	0.0	0.0	0.0
#art	0.0	0.0	0.0	0.0	1.47513665158	0.0	0.0	0.0	0.0	0.0
#artist	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792105048332	0.0
#as	1.1422333425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#asap	0.0	0.0	0.0	1.258806425	0.0	0.0	0.0	0.0	0.0	0.0
#asd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53497678972
#ashamed	0.0	0.0	1.42201562537	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#ashdod	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#ass	0.0	0.0	0.482910215725	0.0	0.0	0.0	0.0	0.0	0.0	1.59051518088
#assad	0.0	0.0	0.0	1.54648849746	0.0	0.0	0.0	0.0	0.0	0.0
#asshole	0.82377961138	0.0	0.490457421361	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#assholes	0.999132498858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#astonished	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23393780061	0.0
#at	0.266764605144	0.0	0.215847430476	0.565659244444	0.0	0.0	0.0	0.0	0.0	0.0
#atpeace	0.0	0.0	0.0	0.0	2.05050079649	0.0	0.0	0.0	0.0	0.0
#attack	0.0	0.0	0.0	1.81842221294	0.0	0.0	0.0	0.0	0.0	0.0
#attacks	0.0	0.0	0.0	1.81842221294	0.0	0.0	0.0	0.0	0.0	0.0
#attention	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232489260397	0.0
#attentionseeker	1.32455489929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#attentionseekers	1.27576473512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#attitude	0.994597343692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#ausopen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.925636440956	0.0
#autism	0.0	0.0	0.0	0.710240473255	0.0	0.0	0.0	0.0	0.0	2.21466948996
#autismawareness	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53497678972
#autocorrect	1.06219063482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#avengers	0.0	0.0	0.0	0.0	2.07297365234	0.0	0.0	0.0	0.0	0.0
#avengers2	0.0	0.0	0.0	0.0	2.14581097629	0.0	0.0	0.0	0.0	0.0
#aw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52743492029	0.0	0.0
#awake	0.582617554563	0.0	0.0	0.0	0.91552086365	0.0	0.0	0.0	0.0	0.0
#awareness	0.0	0.984715127142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30136193854
#awe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07978712078	0.0
#awed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#awesome	0.0	0.177454639815	0.0	0.0	0.40551189979	0.0	0.0	0.0	0.721009126648	0.0
#awestruck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26210867758	0.0
#awful	0.0	0.0	1.12256871133	0.0	0.0	0.0	0.0	0.428822631621	0.0	0.0
#awk	0.216892775104	0.0	0.763812601192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#awks	0.0799886980011	0.0	0.637060895552	0.0	0.0	0.0	0.0	0.0	0.135325511943	0.0
#awkward	0.0	0.333927220421	0.226776501008	0.0	0.0	0.0	0.0	0.0	0.098957867772	0.0
#awkwardmoment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12857728495	0.0
#aww	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17075997635	0.568961497018	0.0
#baby	0.0	1.47337917911	0.0	0.0	0.442773748458	0.0	0.0	0.0	0.0	0.0
#babyloss	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11522158519	0.0	0.0
#bachelor	0.582617554563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#backgroundcheck	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#backoff	1.29638402233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#backtrack	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#bad	0.197771733657	0.0	0.454739338759	0.160194136336	0.0	0.0	0.0	0.508865339294	0.0	0.0
#badass	0.00852973401896	0.0	0.0	0.376417244806	0.0	0.0	0.0	0.0	0.826006600008	0.0
#badday	0.369043454265	0.0	0.0	0.0	0.0	0.0	0.0	1.44739221262	0.0	0.0
#badfeeling	0.0	0.0	0.0	1.79780292574	0.0	0.0	0.0	0.0	0.0	0.0
#badhabit	0.0	0.0	0.0	1.51012085328	0.0	0.0	0.0	0.0	0.0	0.0
#badidea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1404117426	0.0
#badinfluence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28458153343	0.0
#badluck	0.859370556483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#badmood	0.950342334688	0.0	0.0	0.0	0.0	0.0	0.0	0.611144188415	0.0	0.0
#badstudent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35172083627	0.0
#baffled	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01524859965	0.0
#baghdad	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#bahrain	0.0	0.0	0.0	1.36416694066	0.0	0.0	0.0	0.0	0.0	0.0
#balance	0.0	0.0	0.0	0.0	1.70875150277	0.0	0.0	0.0	0.0	1.69059863944
#bang	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28366236144
#bank	0.0	1.98616366736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#banks	0.0	2.11969505998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#barf	0.0	0.0	1.59591124185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bargaining	1.17860098667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43781304127
#baseball	0.0	0.0	0.0	0.652670621434	1.02315152784	0.0	0.0	0.0	0.0	0.0
#basic	0.0	0.0	1.29384043194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#basketball	0.0	0.0	0.0	0.0	0.558845919711	0.0	0.0	0.744675581039	0.00934570908232	0.0
#bastards	1.06219063482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#batman	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866213020486	0.0
#bbc	0.0	0.0	0.714021936689	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bcs	0.0	1.72665247187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bday	0.0	0.0	0.0	0.0	1.18745457913	0.0	0.0	0.0	0.658573655707	0.0
#be	0.0	0.628040183203	0.0	0.0	0.489853048224	0.0	0.0	0.0	0.0	1.14422807826
#beach	0.0	0.0	0.0	0.0	1.84983010103	0.0	0.0	0.0	0.0	0.0
#bearhelp	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#beast	0.631407718732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.686744532674	0.0
#beastmode	0.944407599168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#beautiful	0.0	0.0	0.0	0.0	1.18300022878	0.0	0.0	0.0	0.741980661149	0.0456157895875
#beauty	0.0	0.0	0.0	0.0	1.4925283943	0.0	0.0	0.0	0.0812582906726	1.13098285151
#bed	0.488932070486	0.0	0.0	0.0	0.757296858435	0.0	0.0	0.809595127139	0.0	0.0
#bedtime	0.418314503272	0.0	0.185075771809	0.0	0.974361363672	0.0	0.0	0.921299116719	0.0	0.0
#beer	0.0	0.0	0.0	0.0	1.02315152784	0.0	0.0	0.0	0.0	0.0
#behappy	0.0	0.0	0.0	0.0	1.54924462374	0.0	0.0	0.0	0.0	0.0
#being	0.0	0.0	1.58682755662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#belieber	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50442297588	0.0
#belief	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84182960916
#believe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30719285885
#believeacoustic	0.0	0.466772035607	0.0	0.586712653642	0.0	0.0	0.0	0.0	0.81315845753	0.0
#believetour	0.0	0.0	0.0	0.485616536771	0.0	0.0	0.0	0.0	0.792105048332	0.0
#believing	0.0	2.12625246053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bellend	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bellends	1.27576473512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bellletstalk	0.0	0.0	0.0	1.4213253545	0.0	0.0	0.0	0.0	0.0	0.0
#benghazi	0.0	0.0	0.784696894359	0.364988548982	0.0	0.0	0.0	0.0	0.266011952435	0.0
#bequiet	0.73676823439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.925636440956	0.0
#bereavement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22058210085	0.0	0.0
#best	0.0	0.0	0.0	0.0	0.91552086365	0.0	0.0	0.0	0.743314884163	0.0
#bestboyfriend	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03326710515	0.0
#bestboyfriendever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26210867758	0.0
#bestdayever	0.0	0.0	0.0	0.0	1.54924462374	0.0	0.0	0.0	0.0	0.0
#bestever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11752744877	0.0
#bestfeeling	0.0	0.0	0.0	0.0	1.64219073625	0.0	0.0	0.0	0.473651317213	0.0
#bestfriend	0.0	0.0	0.0	0.00604345650862	0.0888422904651	0.0	0.0	0.0670325870153	0.658573655707	0.368523871055
#bestfriends	0.0	0.0	0.0	0.0	1.06967154348	0.0	0.0	0.156888916137	0.232489260397	1.03089939295
#besties	0.0	0.0	0.0	0.0	1.39509394391	0.0	0.0	0.0	0.0	0.0
#bestmemories2012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792105048332	0.0
#bestmovie	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#bestmovieever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19757015644	0.0
#bestthingever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16679849777	0.0
#betrayal	0.597006292015	0.0	0.0	0.0	0.0	0.0	0.0	1.03099803398	0.0	1.34539272285
#betrayed	0.582617554563	0.0	0.482910215725	0.0	0.0	0.0	0.0	1.19096268367	0.0	0.0
#better	0.0	0.0	0.582993674282	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#beyonce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89746556399	0.0
#bff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.939648255387	0.299628563234	1.18505007278
#bgt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48525222889	0.0
#bible	0.0717919307969	0.0	0.0	0.0	0.810160347992	0.0	0.0	0.0	0.0	1.07968955712
#big	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435430104393	0.0
#bigbangtheory	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07978712078	0.0
#bigday	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#biggest	0.0	0.0	0.0	1.6895893411	0.0	0.0	0.0	0.0	0.0	0.0
#biggestfear	0.0	0.0	0.0	1.95195360556	0.0	0.0	0.0	0.0	0.0	0.0
#biggestpetpeeve	0.331303126282	0.0	1.33020807611	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bigot	0.0	0.0	1.73567318422	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bigotry	0.0	0.0	1.73567318422	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bills	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22205327074	0.0	0.0
#biology	0.0	0.0	1.17605739629	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bipolar	0.412981157296	0.0	0.0	1.23730021978	0.109895699663	0.0	0.0	0.567659076475	0.0	0.0
#birds	0.890918914217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#birmingham	0.0	0.0	0.0	1.51663553431	0.0	0.0	0.0	0.0	0.0	0.0
#birthday	0.0	0.0	0.0	0.0	1.17092527718	0.0	0.0	0.0	0.775575746381	0.0
#bitch	0.703245542352	0.0	0.80833261616	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bitches	0.542612219949	0.0	1.0996844175	0.0	0.0	0.0	0.0	0.0	0.0	0.0
#bitching	1.42991541495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
