word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
agoraphobia	0.0	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.0	0.0
ahhh	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
ahhhhhhhh	0.0	0.0	0.0	0.312	0.0	0.0	0.0	0.0	0.0	0.0
ail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.469	0.0	0.0
ailing	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.656	0.0	0.0
alarm	0.0	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.0	0.0
alarming	0.0	0.0	0.0	0.656	0.0	0.0	0.0	0.0	0.0	0.0
alas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.0
alcoholism	0.338	0.0	0.0	0.5	0.0	0.0	0.0	0.609	0.0	0.0
alertness	0.0	0.0	0.0	0.216	0.0	0.0	0.0	0.0	0.0	0.0
alerts	0.0	0.0	0.0	0.276	0.0	0.0	0.0	0.0	0.0	0.0
alien	0.0	0.0	0.0	0.422	0.0	0.0	0.0	0.0	0.0	0.0
alienate	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
alienated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727	0.0	0.0
alienation	0.576	0.0	0.0	0.609	0.0	0.0	0.0	0.685	0.0	0.0
alive	0.0	0.0	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.0
allegation	0.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
alliance	0.0	0.0	0.0	0.0	0.368	0.0	0.0	0.0	0.0	0.0
alligator	0.0	0.0	0.0	0.727	0.0	0.0	0.0	0.0	0.0	0.0
allsmiles	0.0	0.0	0.0	0.0	0.828	0.0	0.0	0.0	0.0	0.0
allure	0.0	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0
almighty	0.0	0.0	0.0	0.0	0.516	0.0	0.0	0.0	0.0	0.0
aloha	0.0	0.0	0.0	0.0	0.484	0.0	0.0	0.0	0.0	0.0
alone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0
alreadyyyyy	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0
altercation	0.729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
amazingly	0.0	0.0	0.0	0.0	0.703	0.0	0.0	0.0	0.0	0.0
ambition	0.0	0.0	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0
ambulance	0.0	0.0	0.0	0.484	0.0	0.0	0.0	0.0	0.0	0.0
ambush	0.661	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.0	0.0
amen	0.0	0.0	0.0	0.0	0.424	0.0	0.0	0.0	0.0	0.0
amicable	0.0	0.0	0.0	0.0	0.469	0.0	0.0	0.0	0.0	0.0
amnesty	0.0	0.0	0.0	0.0	0.328	0.0	0.0	0.0	0.0	0.0
amour	0.0	0.0	0.0	0.0	0.607	0.0	0.0	0.0	0.0	0.0
amuse	0.0	0.0	0.0	0.0	0.788	0.0	0.0	0.0	0.0	0.0
amused	0.0	0.0	0.0	0.0	0.766	0.0	0.0	0.0	0.0	0.0
amusement	0.0	0.0	0.0	0.0	0.719	0.0	0.0	0.0	0.0	0.0
amusing	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0
anaconda	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
anarchism	0.714	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.0	0.0
anarchist	0.765	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
anarchy	0.636	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
anathema	0.485	0.0	0.0	0.422	0.0	0.0	0.0	0.562	0.0	0.0
anchorage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
angel	0.0	0.0	0.0	0.0	0.594	0.0	0.0	0.0	0.0	0.0
angelic	0.0	0.0	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.0
anger	0.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angered	0.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angermanagement	0.469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angina	0.0	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.0
angriest	0.864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angry	0.824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angrytweet	0.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
angst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.0	0.0
anguish	0.5	0.0	0.0	0.703	0.0	0.0	0.0	0.902	0.0	0.0
animated	0.0	0.0	0.0	0.0	0.515	0.0	0.0	0.0	0.0	0.0
animosity	0.652	0.0	0.0	0.469	0.0	0.0	0.0	0.438	0.0	0.0
animus	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annihilate	0.898	0.0	0.0	0.953	0.0	0.0	0.0	0.0	0.0	0.0
annihilated	0.865	0.0	0.0	0.859	0.0	0.0	0.0	0.828	0.0	0.0
annihilation	0.912	0.0	0.0	0.875	0.0	0.0	0.0	0.828	0.0	0.0
annoy	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annoyance	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annoyed	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annoyin	0.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annoying	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annoys	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
annulment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0
anomaly	0.0	0.0	0.0	0.359	0.0	0.0	0.0	0.0	0.0	0.0
antagonism	0.609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antagonist	0.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antagonistic	0.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anthrax	0.0	0.0	0.0	0.859	0.0	0.0	0.0	0.6	0.0	0.0
antichrist	0.656	0.0	0.0	0.641	0.0	0.0	0.0	0.0	0.0	0.0
antipathy	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antisocial	0.344	0.0	0.0	0.324	0.0	0.0	0.0	0.531	0.0	0.0
antithesis	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antsy	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0
anxiety	0.344	0.0	0.0	0.594	0.0	0.0	0.0	0.5	0.0	0.0
anxietyattack	0.0	0.0	0.0	0.797	0.0	0.0	0.0	0.0	0.0	0.0
anxious	0.0	0.0	0.0	0.518	0.0	0.0	0.0	0.0	0.0	0.0
apache	0.0	0.0	0.0	0.281	0.0	0.0	0.0	0.0	0.0	0.0
apathetic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.438	0.0	0.0
apathy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.0
apocalypse	0.0	0.0	0.0	0.844	0.0	0.0	0.0	0.0	0.0	0.0
apologize	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0
appalling	0.0	0.0	0.0	0.562	0.0	0.0	0.0	0.0	0.0	0.0
apparition	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.0	0.0	0.0
appendicitis	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.438	0.0	0.0
applause	0.0	0.0	0.0	0.0	0.621	0.0	0.0	0.0	0.0	0.0
appreciated	0.0	0.0	0.0	0.0	0.682	0.0	0.0	0.0	0.0	0.0
appreciates	0.0	0.0	0.0	0.0	0.703	0.0	0.0	0.0	0.0	0.0
appreciation	0.0	0.0	0.0	0.0	0.656	0.0	0.0	0.0	0.0	0.0
apprehend	0.0	0.0	0.0	0.562	0.0	0.0	0.0	0.0	0.0	0.0
apprehension	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0	0.0
apprehensive	0.0	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.0
approve	0.0	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0
approved	0.0	0.0	0.0	0.0	0.486	0.0	0.0	0.0	0.0	0.0
ardent	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
areyoukidding	0.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
areyoukiddingme	0.409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
argh	0.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arghh	0.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arghhhh	0.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
argue	0.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
argument	0.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
argumentation	0.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arguments	0.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.0
armament	0.47	0.0	0.0	0.656	0.0	0.0	0.0	0.0	0.0	0.0
armaments	0.0	0.0	0.0	0.636	0.0	0.0	0.0	0.0	0.0	0.0
armed	0.7	0.0	0.0	0.703	0.0	0.0	0.0	0.0	0.0	0.0
armor	0.0	0.0	0.0	0.484	0.0	0.0	0.0	0.0	0.0	0.0
armored	0.0	0.0	0.0	0.469	0.0	0.0	0.0	0.0	0.0	0.0
aromatherapy	0.0	0.0	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0
arraignment	0.203	0.0	0.0	0.45	0.0	0.0	0.0	0.359	0.0	0.0
arrogant	0.461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arsehole	0.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arseholes	0.719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arsenic	0.0	0.0	0.0	0.703	0.0	0.0	0.0	0.484	0.0	0.0
arson	0.641	0.0	0.0	0.794	0.0	0.0	0.0	0.0	0.0	0.0
art	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0
artillery	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0
artwork	0.0	0.0	0.0	0.0	0.265	0.0	0.0	0.0	0.0	0.0
asap	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0
ashamed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.719	0.0	0.0
ashes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.0	0.0
asleeep	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asp	0.0	0.0	0.0	0.438	0.0	0.0	0.0	0.0	0.0	0.0
aspiration	0.0	0.0	0.0	0.0	0.485	0.0	0.0	0.0	0.0	0.0
aspire	0.0	0.0	0.0	0.0	0.516	0.0	0.0	0.0	0.0	0.0
aspiring	0.0	0.0	0.0	0.0	0.618	0.0	0.0	0.0	0.0	0.0
assail	0.594	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.0
assailant	0.691	0.0	0.0	0.703	0.0	0.0	0.0	0.536	0.0	0.0
assassin	0.703	0.0	0.0	0.875	0.0	0.0	0.0	0.734	0.0	0.0
assassinate	0.912	0.0	0.0	0.906	0.0	0.0	0.0	0.0	0.0	0.0
assassination	0.859	0.0	0.0	0.828	0.0	0.0	0.0	0.797	0.0	0.0
assault	0.859	0.0	0.0	0.891	0.0	0.0	0.0	0.0	0.0	0.0
assessment	0.0	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0
asshole	0.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asteroid	0.0	0.0	0.0	0.469	0.0	0.0	0.0	0.0	0.0	0.0
astonishment	0.0	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.0	0.0
astray	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0
asylum	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.0	0.0	0.0
atherosclerosis	0.0	0.0	0.0	0.531	0.0	0.0	0.0	0.5	0.0	0.0
atone	0.0	0.0	0.0	0.0	0.197	0.0	0.0	0.0	0.0	0.0
atpeace	0.0	0.0	0.0	0.0	0.727	0.0	0.0	0.0	0.0	0.0
atrocious	0.706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
atrocity	0.814	0.0	0.0	0.672	0.0	0.0	0.0	0.859	0.0	0.0
atrophy	0.0	0.0	0.0	0.438	0.0	0.0	0.0	0.719	0.0	0.0
attack	0.853	0.0	0.0	0.797	0.0	0.0	0.0	0.0	0.0	0.0
attacking	0.865	0.0	0.0	0.859	0.0	0.0	0.0	0.531	0.0	0.0
attentionseeker	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
attentionseekers	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
attenuation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344	0.0	0.0
attorney	0.152	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0
audition	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0
auditions	0.0	0.0	0.0	0.266	0.0	0.0	0.0	0.0	0.0	0.0
auditor	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0
aura	0.0	0.0	0.0	0.0	0.493	0.0	0.0	0.0	0.0	0.0
auspicious	0.0	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.0	0.0
austere	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.359	0.0	0.0
authentic	0.0	0.0	0.0	0.0	0.364	0.0	0.0	0.0	0.0	0.0
autocorrect	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
autopsy	0.0	0.0	0.0	0.557	0.0	0.0	0.0	0.562	0.0	0.0
autumn	0.0	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0
avalanche	0.0	0.0	0.0	0.703	0.0	0.0	0.0	0.453	0.0	0.0
avarice	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
avenger	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
averse	0.338	0.0	0.0	0.483	0.0	0.0	0.0	0.0	0.0	0.0
aversion	0.44	0.0	0.0	0.283	0.0	0.0	0.0	0.0	0.0	0.0
avoid	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0
avoidance	0.0	0.0	0.0	0.344	0.0	0.0	0.0	0.0	0.0	0.0
avoiding	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.0	0.0	0.0
award	0.0	0.0	0.0	0.0	0.727	0.0	0.0	0.0	0.0	0.0
awards	0.0	0.0	0.0	0.0	0.609	0.0	0.0	0.0	0.0	0.0
awesomeness	0.0	0.0	0.0	0.0	0.926	0.0	0.0	0.0	0.0	0.0
awful	0.409	0.0	0.0	0.672	0.0	0.0	0.0	0.641	0.0	0.0
baby	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
backbone	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
backoff	0.469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
backtrack	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
backwater	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.0
bacteria	0.0	0.0	0.0	0.578	0.0	0.0	0.0	0.328	0.0	0.0
bacterium	0.0	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.0	0.0
bad	0.453	0.0	0.0	0.375	0.0	0.0	0.0	0.422	0.0	0.0
badday	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.439	0.0	0.0
badfeeling	0.0	0.0	0.0	0.516	0.0	0.0	0.0	0.0	0.0	0.0
badger	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
badhabit	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.0	0.0	0.0
badly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.0
badness	0.536	0.0	0.0	0.539	0.0	0.0	0.0	0.0	0.0	0.0
bailiff	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0
bait	0.0	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0
balance	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0	0.0
bale	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0
balm	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0
bane	0.511	0.0	0.0	0.356	0.0	0.0	0.0	0.0	0.0	0.0
bang	0.422	0.0	0.0	0.652	0.0	0.0	0.0	0.25	0.0	0.0
banger	0.424	0.0	0.0	0.266	0.0	0.0	0.0	0.0	0.0	0.0
banish	0.509	0.0	0.0	0.688	0.0	0.0	0.0	0.697	0.0	0.0
banished	0.5	0.0	0.0	0.562	0.0	0.0	0.0	0.688	0.0	0.0
banishment	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0
bankrupt	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.609	0.0	0.0
bankruptcy	0.221	0.0	0.0	0.359	0.0	0.0	0.0	0.5	0.0	0.0
banquet	0.0	0.0	0.0	0.0	0.303	0.0	0.0	0.0	0.0	0.0
banshee	0.561	0.0	0.0	0.641	0.0	0.0	0.0	0.391	0.0	0.0
baptismal	0.0	0.0	0.0	0.0	0.368	0.0	0.0	0.0	0.0	0.0
barb	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
barbarian	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0
barbaric	0.812	0.0	0.0	0.859	0.0	0.0	0.0	0.0	0.0	0.0
bargaining	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
barge	0.396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bark	0.365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
barks	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
barren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0
barricade	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0
barrier	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bases	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0
basketball	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0
bastard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366	0.0	0.0
bastarding	0.719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bastards	0.741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bastion	0.413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bath	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.0	0.0	0.0
bathtub	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0
battalion	0.471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
